danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568,audio_features,1XrSjpNe49IiygZfzb74pk,spotify:track:1XrSjpNe49IiygZfzb74pk,https://api.spotify.com/v1/tracks/1XrSjpNe49IiygZfzb74pk,https://api.spotify.com/v1/audio-analysis/1XrSjpNe49IiygZfzb74pk,255067,3
0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,audio_features,39NDBdU5Xkm5pCFGa5kZtI,spotify:track:39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/tracks/39NDBdU5Xkm5pCFGa5kZtI,https://api.spotify.com/v1/audio-analysis/39NDBdU5Xkm5pCFGa5kZtI,287040,4
0.545,0.768,4,-5.249,0,0.269,0.46,0,0.118,0.557,115.052,audio_features,1pJsmr01tzKnFfjeCvzcdc,spotify:track:1pJsmr01tzKnFfjeCvzcdc,https://api.spotify.com/v1/tracks/1pJsmr01tzKnFfjeCvzcdc,https://api.spotify.com/v1/audio-analysis/1pJsmr01tzKnFfjeCvzcdc,219130,4
0.853,0.604,3,-5.794,0,0.0511,0.0696,1.65e-06,0.135,0.86,116.0,audio_features,54IbnYEdA3ymfxv07WgN3b,spotify:track:54IbnYEdA3ymfxv07WgN3b,https://api.spotify.com/v1/tracks/54IbnYEdA3ymfxv07WgN3b,https://api.spotify.com/v1/audio-analysis/54IbnYEdA3ymfxv07WgN3b,186181,4
0.836,0.739,1,-5.297,0,0.116,0.0381,6.68e-06,0.0589,0.716,110.994,audio_features,4gsvdNgrwEKWkKAwsrfGVH,spotify:track:4gsvdNgrwEKWkKAwsrfGVH,https://api.spotify.com/v1/tracks/4gsvdNgrwEKWkKAwsrfGVH,https://api.spotify.com/v1/audio-analysis/4gsvdNgrwEKWkKAwsrfGVH,244049,4
0.582,0.67,11,-6.69,1,0.0483,0.00125,0.000669,0.105,0.37,109.993,audio_features,6wcRv0UBvEH9NCIA3IVyQs,spotify:track:6wcRv0UBvEH9NCIA3IVyQs,https://api.spotify.com/v1/tracks/6wcRv0UBvEH9NCIA3IVyQs,https://api.spotify.com/v1/audio-analysis/6wcRv0UBvEH9NCIA3IVyQs,258227,4
0.528,0.708,7,-5.879,0,0.207,0.264,0,0.308,0.781,97.8,audio_features,4KjnaUNYPwGnJjoeTFlt91,spotify:track:4KjnaUNYPwGnJjoeTFlt91,https://api.spotify.com/v1/tracks/4KjnaUNYPwGnJjoeTFlt91,https://api.spotify.com/v1/audio-analysis/4KjnaUNYPwGnJjoeTFlt91,256013,4
0.658,0.499,6,-8.906,1,0.116,0.161,0,0.118,0.633,109.893,audio_features,5JPgWqbVPYZT2k2Gjznl7N,spotify:track:5JPgWqbVPYZT2k2Gjznl7N,https://api.spotify.com/v1/tracks/5JPgWqbVPYZT2k2Gjznl7N,https://api.spotify.com/v1/audio-analysis/5JPgWqbVPYZT2k2Gjznl7N,204290,5
0.912,0.448,9,-5.501,1,0.0445,0.491,0.000293,0.0781,0.744,108.964,audio_features,0zgDfVY84eFIzgTvK9KutN,spotify:track:0zgDfVY84eFIzgTvK9KutN,https://api.spotify.com/v1/tracks/0zgDfVY84eFIzgTvK9KutN,https://api.spotify.com/v1/audio-analysis/0zgDfVY84eFIzgTvK9KutN,171107,4
0.795,0.596,11,-3.799,0,0.219,0.103,0,0.164,0.357,101.985,audio_features,6vt0I1cw1YmAIKDJvHVIM5,spotify:track:6vt0I1cw1YmAIKDJvHVIM5,https://api.spotify.com/v1/tracks/6vt0I1cw1YmAIKDJvHVIM5,https://api.spotify.com/v1/audio-analysis/6vt0I1cw1YmAIKDJvHVIM5,326280,4
0.412,0.77,11,-6.057,0,0.18,0.462,1.5e-06,0.0485,0.418,101.955,audio_features,3oXNIpoUMdk8qGkwCeXqGv,spotify:track:3oXNIpoUMdk8qGkwCeXqGv,https://api.spotify.com/v1/tracks/3oXNIpoUMdk8qGkwCeXqGv,https://api.spotify.com/v1/audio-analysis/3oXNIpoUMdk8qGkwCeXqGv,254493,3
0.734,0.497,8,-9.666,1,0.166,0.67,2.35e-05,0.194,0.307,127.989,audio_features,496vIKS2INz840xZaKncvR,spotify:track:496vIKS2INz840xZaKncvR,https://api.spotify.com/v1/tracks/496vIKS2INz840xZaKncvR,https://api.spotify.com/v1/audio-analysis/496vIKS2INz840xZaKncvR,161829,3
0.636,0.826,11,-4.668,1,0.161,0.632,0,0.197,0.677,87.665,audio_features,34ClgyHf8Awds1ew9vMX26,spotify:track:34ClgyHf8Awds1ew9vMX26,https://api.spotify.com/v1/tracks/34ClgyHf8Awds1ew9vMX26,https://api.spotify.com/v1/audio-analysis/34ClgyHf8Awds1ew9vMX26,190200,4
0.671,0.714,7,-5.373,1,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,audio_features,27356GVuMPFWiJSZCragoM,spotify:track:27356GVuMPFWiJSZCragoM,https://api.spotify.com/v1/tracks/27356GVuMPFWiJSZCragoM,https://api.spotify.com/v1/audio-analysis/27356GVuMPFWiJSZCragoM,140693,3
0.725,0.668,5,-7.286,0,0.055,0.0932,2.33e-06,0.112,0.566,82.966,audio_features,35Dh5MnCUPLN3XyAVtQff3,spotify:track:35Dh5MnCUPLN3XyAVtQff3,https://api.spotify.com/v1/tracks/35Dh5MnCUPLN3XyAVtQff3,https://api.spotify.com/v1/audio-analysis/35Dh5MnCUPLN3XyAVtQff3,176787,4
0.666,0.78,7,-5.177,1,0.0404,0.044,0,0.128,0.795,90.004,audio_features,7MapZTlRqFfUteNcghsTwf,spotify:track:7MapZTlRqFfUteNcghsTwf,https://api.spotify.com/v1/tracks/7MapZTlRqFfUteNcghsTwf,https://api.spotify.com/v1/audio-analysis/7MapZTlRqFfUteNcghsTwf,190480,4
0.82,0.711,4,-3.641,0,0.101,0.0272,0.000877,0.08,0.936,94.995,audio_features,3T59S3Vh3DOatsmTD8clqP,spotify:track:3T59S3Vh3DOatsmTD8clqP,https://api.spotify.com/v1/tracks/3T59S3Vh3DOatsmTD8clqP,https://api.spotify.com/v1/audio-analysis/3T59S3Vh3DOatsmTD8clqP,308440,4
0.624,0.654,8,-6.582,0,0.183,0.577,0,0.104,0.564,73.898,audio_features,7Lf7oSEVdzZqTA0kEDSlS5,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/tracks/7Lf7oSEVdzZqTA0kEDSlS5,https://api.spotify.com/v1/audio-analysis/7Lf7oSEVdzZqTA0kEDSlS5,288333,4
0.742,0.553,8,-8.98,1,0.419,0.389,0,0.0694,0.508,84.931,audio_features,2hwOoMtWPtTSSn6WHV7Vp5,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5,https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5,209440,4
0.664,0.691,7,-8.451,1,0.194,0.0888,0.000592,0.174,0.637,80.001,audio_features,6fT7QIf55thVWCZyEnaHk0,spotify:track:6fT7QIf55thVWCZyEnaHk0,https://api.spotify.com/v1/tracks/6fT7QIf55thVWCZyEnaHk0,https://api.spotify.com/v1/audio-analysis/6fT7QIf55thVWCZyEnaHk0,220208,4
0.608,0.651,5,-6.954,0,0.0376,0.0631,0.00111,0.151,0.252,89.097,audio_features,3J5fFQ0PxfKQU5putEvUoM,spotify:track:3J5fFQ0PxfKQU5putEvUoM,https://api.spotify.com/v1/tracks/3J5fFQ0PxfKQU5putEvUoM,https://api.spotify.com/v1/audio-analysis/3J5fFQ0PxfKQU5putEvUoM,191973,4
0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,audio_features,4riDfclV7kPDT9D58FpmHd,spotify:track:4riDfclV7kPDT9D58FpmHd,https://api.spotify.com/v1/tracks/4riDfclV7kPDT9D58FpmHd,https://api.spotify.com/v1/audio-analysis/4riDfclV7kPDT9D58FpmHd,118393,4
0.774,0.508,9,-7.897,0,0.0732,0.0101,6.54e-05,0.0539,0.45,80.13,audio_features,1BSZGNpIm2nBt1hWSK2bRp,spotify:track:1BSZGNpIm2nBt1hWSK2bRp,https://api.spotify.com/v1/tracks/1BSZGNpIm2nBt1hWSK2bRp,https://api.spotify.com/v1/audio-analysis/1BSZGNpIm2nBt1hWSK2bRp,98250,4
0.821,0.412,7,-7.795,1,0.0341,0.625,1.64e-05,0.0985,0.333,109.977,audio_features,0GGfGINoVYiSFXPOjg3RHj,spotify:track:0GGfGINoVYiSFXPOjg3RHj,https://api.spotify.com/v1/tracks/0GGfGINoVYiSFXPOjg3RHj,https://api.spotify.com/v1/audio-analysis/0GGfGINoVYiSFXPOjg3RHj,209454,4
0.705,0.432,4,-9.7,1,0.205,0.381,0.133,0.0841,0.599,168.005,audio_features,2gjidmxtA1pyj2HYrdOTG1,spotify:track:2gjidmxtA1pyj2HYrdOTG1,https://api.spotify.com/v1/tracks/2gjidmxtA1pyj2HYrdOTG1,https://api.spotify.com/v1/audio-analysis/2gjidmxtA1pyj2HYrdOTG1,212787,4
0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,audio_features,4jnFqNWeJCeCRHc4HCdxfd,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,https://api.spotify.com/v1/tracks/4jnFqNWeJCeCRHc4HCdxfd,https://api.spotify.com/v1/audio-analysis/4jnFqNWeJCeCRHc4HCdxfd,239227,4
0.775,0.534,2,-6.971,1,0.0373,0.291,0.000337,0.139,0.631,96.026,audio_features,4EaEIrg1n2qbStwD5xhkSl,spotify:track:4EaEIrg1n2qbStwD5xhkSl,https://api.spotify.com/v1/tracks/4EaEIrg1n2qbStwD5xhkSl,https://api.spotify.com/v1/audio-analysis/4EaEIrg1n2qbStwD5xhkSl,213381,4
0.738,0.661,8,-7.006,1,0.0566,0.0059,3.8e-06,0.149,0.443,100.071,audio_features,7dI2aYLZuGZYLcxVOtL3pq,spotify:track:7dI2aYLZuGZYLcxVOtL3pq,https://api.spotify.com/v1/tracks/7dI2aYLZuGZYLcxVOtL3pq,https://api.spotify.com/v1/audio-analysis/7dI2aYLZuGZYLcxVOtL3pq,190915,4
0.819,0.596,7,-7.697,0,0.123,0.0302,4.59e-06,0.102,0.473,108.204,audio_features,70pZIQqQ37SrNCADx0FiPN,spotify:track:70pZIQqQ37SrNCADx0FiPN,https://api.spotify.com/v1/tracks/70pZIQqQ37SrNCADx0FiPN,https://api.spotify.com/v1/audio-analysis/70pZIQqQ37SrNCADx0FiPN,208395,4
0.461,0.779,3,-6.756,0,0.0834,0.0731,0.00115,0.109,0.763,162.031,audio_features,2FeADxLaweWn04ktlPCxUt,spotify:track:2FeADxLaweWn04ktlPCxUt,https://api.spotify.com/v1/tracks/2FeADxLaweWn04ktlPCxUt,https://api.spotify.com/v1/audio-analysis/2FeADxLaweWn04ktlPCxUt,275600,4
0.686,0.526,0,-6.842,1,0.0374,0.0815,7.75e-06,0.144,0.372,92.013,audio_features,6u7gmPOz7pzzaeR9xSBpsR,spotify:track:6u7gmPOz7pzzaeR9xSBpsR,https://api.spotify.com/v1/tracks/6u7gmPOz7pzzaeR9xSBpsR,https://api.spotify.com/v1/audio-analysis/6u7gmPOz7pzzaeR9xSBpsR,158436,4
0.817,0.806,6,-4.606,1,0.0623,0.027,9e-06,0.119,0.805,110.086,audio_features,5zdUc1JRCImBYcDWgvFNpE,spotify:track:5zdUc1JRCImBYcDWgvFNpE,https://api.spotify.com/v1/tracks/5zdUc1JRCImBYcDWgvFNpE,https://api.spotify.com/v1/audio-analysis/5zdUc1JRCImBYcDWgvFNpE,224640,4
