danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,,duration_ms,explicit,popularity,track_name,track_artist,track_id
72.3,7.48E+01,8,-4.984,0,0.259,0.158,0,24.1,0.629,125.046,184.346,184.346,TRUE,0,Rockout,Choppaboy,4VHIpK28Mt6H8YOCHBbkds
67.8,4.18E+01,4,-15.132,1,0.0351,0.607,0.818,12.8,0.418,125.048,417.109,417.109,FALSE,1,Not Dark Yet,The Nielsen Family Band,3EVeRYBaQq0PAy6MVsxVg7
61.4,7.62E+01,0,-6.173,1,0.0377,0.0188,0.00347,52.7,0.677,125.051,247.827,247.827,FALSE,2,Never Should've Kissed You,Colton Rice,2G9ODF3JKGyucWDTZi5Dnn
89.9,5.77E+01,0,-7.624,1,0.0459,0.527,4.17E-05,6.2,0.962,125.064,241.307,241.307,FALSE,0,Si No Te Hubieras Ido,Nicold Frias,3RDInXMzupcZ2ApEcDZm7n
44.6,5.03E+01,0,-10.025,1,0.0382,0.101,0,26.8,0.781,125.064,101.16,101.16,FALSE,0,Everybody Knows (I Still Love You) - 2019 - Remaster,The Dave Clark Five,7pH3OSUFvHUbiEjWNvPZ59
74.3,7.19E+01,7,-8.088,1,0.0366,0.213,0.00309,36.6,0.92,125.066,267.307,267.307,FALSE,0,Owner of a Lonely Heart,Yes,4KXIeZ7IGi4wIxjELrjEc4
95.2,3.38E+01,6,-14.292,0,0.0592,0.452,0.00746,27.6,0.623,125.076,111.412,111.412,FALSE,0,Intro,Althea,6zT5VwgkwW4B2S4fVabPWZ
82.8,2.49E+01,10,-17.231,1,0.339,0.919,0.26,20.3,0.83,125.077,152.172,152.172,FALSE,0,Iron Tempo,Zeros Second,3JmfSeMQasqwBVqqI9shD5
34.5,7.07E+01,0,-6.267,1,0.0329,0.000194,0.376,41.6,0.591,125.09,206.933,206.933,FALSE,0,All Of My Life,Steve Earle,2LeDBAV12bUWP01eJxU0e2
79,7.25E+01,0,-9.935,1,0.0549,0.0222,0.0637,8.63,0.605,125.097,184.293,184.293,FALSE,0,M,The Cure,2XFadX9WUEUlcbbvpmkMwf
56.7,6.58E+01,2,-6.387,0,0.0339,0.00852,0.111,41.9,0.436,125.098,212.928,212.928,FALSE,4,Turn It Around - Spotify Sessions curated by Jim Eno,Lucius,0oIpR3PpzjpeyIr3FDKLx0
74.6,7.26E+01,5,-4.422,1,0.034,0.241,2.86E-06,11.7,0.918,125.121,156.48,156.48,FALSE,0,Es Imposible,Grupo Imposible de Raunel Lopez,5OGXmtr0aOF0T1vUIFpkLe
91.2,3.97E+01,1,-12.89,1,0.592,0.0571,0.000322,11.1,0.164,125.135,107.598,107.598,TRUE,8,Q&a,4gbrazy,5jUsi5ueh5aWBCRSAfPxaB
27.4,8.27E+01,2,-6.152,1,0.0643,0.07,0.000793,8.24,0.26,125.139,626.293,626.293,FALSE,1,Bobby's Song,The Aliens,1clkh9IiejH1jE5pfczeKC
78.6,6.50E+01,8,-9.369,1,0.349,0.0364,0,12.5,0.424,125.156,64.411,64.411,TRUE,0,My Bx Likes ( Granny Say),G-9lock19,0rxcueZVpZPhaOHPM3aqVw
33.8,1.87E+01,7,-9.145,1,0.0352,0.267,0.784,31.8,0.114,125.2,260,260,FALSE,1,Bahktia,The Wires,44WbjeUgsablSOMt40liuX
59.7,2.33E+01,5,-22.548,0,0.854,0.477,0,83.2,0.563,125.249,80.947,80.947,FALSE,0,Temporary Music,Vickie Winans,7CRLQrYwvir2GlKKpY78FA
45.3,5.88E+01,2,-6.67,1,0.0321,0.332,0,8.72,0.133,125.311,235.027,235.027,FALSE,0,Perdida - Re-edición,Edith Márquez,6bm97dwYF3lwfGWQwZPOUK
55.1,8.25E+01,0,-6.888,1,0.0347,0.194,0.00227,81.1,0.914,125.317,266.067,266.067,FALSE,0,Honky Tonk Blues - Live,Richard Thompson,3n9PNJ7MGUxIY50iRCZz7Z
77.7,7.49E+01,1,-7.227,1,0.229,0.00994,0,32.8,0.584,125.32,132.807,132.807,TRUE,8,Black Trucks,Yg Teck,0xCq336AzImSEe72DmkRGZ
76,2.60E+01,11,-11.307,0,0.342,0.0426,0,37.3,0.14,125.328,279.197,279.197,TRUE,1,Big Ballah - Chopped and Screwed,Mr. Pookie,0CNKqFsgyb5XJGVX8Q6T8K
26.5,8.18E+01,1,-13.623,1,0.188,0.315,0.241,83.3,0.0386,125.329,177.049,177.049,FALSE,0,Summer Stream,Nature Sounds Nature Music,13uKUKCvsDm8WdxgZ9qngl
56.5,4.77E+01,2,-8.567,0,0.0301,0.000461,0.0168,11.3,0.359,125.338,169.48,169.48,FALSE,0,Tonight,Celebration,0kTcJ40NbEwRzENohVmQvk
49.9,5.64E+01,8,-8.899,0,0.0293,0.00385,0.00413,32.4,0.281,125.412,265.747,265.747,FALSE,0,Good Ship,Celebration,0ouf2MPWBDD3e5IX1faMun
51.5,5.55E+01,4,-6.158,1,0.0281,0.0699,2.79E-05,19.4,0.338,125.415,230.827,230.827,FALSE,0,While I'm Still Young,Alan Whitney,5lXzS9SXELXCPuKLdKggMQ
35.9,8.26E+01,4,-7.375,1,0.0542,1.21E-05,0.000547,18.8,0.4,125.437,225.701,225.701,FALSE,2,Haven,Silktail,3HWyTvyp8HYZodM2r5XhzM
47.1,2.38E+01,4,-15.076,1,0.0316,0.423,0,6.93,0.223,125.446,121.88,121.88,FALSE,0,At The Sea,I Am Kloot,7dimNWl2z3r6fEq1IHfurn
53.4,5.37E+01,11,-8.877,1,0.0414,0.229,0.725,10.7,0.254,125.535,113.938,113.938,FALSE,1,The Weekend Trip to D.C.,Paris Street,5GBfLCNyP9eDmjl1WVBoy6
46.1,5.29E+01,11,-7.577,0,0.0323,0.226,0.00147,6.27,0.206,125.572,262.174,262.174,FALSE,3,Circa 2006,Brightside,0bp2OcdZIagVyMNHUECMQS
78.7,9.32E+01,1,-6.285,1,0.0585,7.20E-05,0.897,3.58,0.656,125.59,407.986,407.986,FALSE,0,Same Man - Original Mix,Till West,6LeCq9QzCKL3c2ZLO67gIW
91.1,2.18E+01,1,-14.639,0,0.282,0.129,0,32.6,0.154,125.59,306.039,306.039,TRUE,0,Down Like That - Chopped and Screwed,Mr. Pookie,3EV5fu4LiUnFNduipxiIVH
55.3,5.60E+01,0,-9.48,1,0.0278,0.489,0.00726,11.4,0.378,125.609,191.093,191.093,FALSE,4,Ferris Wheels,I Am Kloot,2LLRfYOSiDHMNlitu0Ka7S
58,7.27E+01,7,-7.325,1,0.0985,0.614,0,5.92,0.834,125.709,105.173,105.173,FALSE,1,La Vida del Mencho,Grupo Renuente,6DmNh2gi8sXfosq4i1SeVc
60.5,4.86E+01,5,-12.549,1,0.0311,0.41,1.74E-06,21.5,0.514,125.739,200.2,200.2,FALSE,0,Off Night Backstreet,Joni Mitchell,3c5LLtF6d7JbMMDzW1t13H
70.8,7.29E+01,1,-4.546,1,0.331,0.00601,0,15.1,0.358,125.741,108.481,108.481,TRUE,2,amievenburied?,Ky,1W2Jbpt788sPQIB0d7mAq3
51.2,7.63E+01,2,-5.497,1,0.0441,0.0192,0,19.5,0.737,125.841,232.653,232.653,FALSE,3,Cats Vs. Dogs,Matthew Sweet,2bBOvsTmQUPh7sn906IQAP
50.9,3.43E+01,2,-11.818,1,0.0338,0.715,0,11.1,0.204,125.891,405.867,405.867,FALSE,0,This Blood,Garret Fitch,4ifpvY75WaVcFmZKMiotMs
62.5,5.90E+01,7,-7.976,1,0.0998,0.0706,0,47.1,0.349,125.896,170.464,170.464,TRUE,0,IMA SIGN,Young Sims,1eHkpm4DuNveBEem0T3x8V
62.9,4.95E+01,7,-10.829,1,0.0509,0.495,0.651,9,0.114,125.901,186.19,186.19,FALSE,2,Fresno,Dre/Parma,2YD5GHTY9KTAnGAR8g1VSp
52,5.08E+01,5,-6.538,1,0.0286,0.0607,0,30,0.163,125.915,253.88,253.88,FALSE,1,The Time Is Now,The Spencers,0mcfGrQGbWaTLhTUozW88k
81.4,5.75E+01,1,-9.223,1,0.0561,0.0504,1.04E-05,9.5,0.437,125.927,61.048,61.048,TRUE,0,Not Looking Good,Kafime,5iuhdXQHbXl3KqdUbHU8hG
76.5,4.03E+01,9,-9.617,0,0.0309,0.497,0.000366,12.5,0.433,125.927,290.953,290.953,FALSE,1,Paper Bag,Mimi Naja,2X6OCJCZh4laWSonhMS7Au
94,5.38E+01,11,-7.947,1,0.336,0.046,0,13.1,0.197,125.938,128.639,128.639,TRUE,0,Dame,Choppaboy,3HjhTb22AIW7IvLXHsvayV
85.8,7.22E+01,0,-0.146,1,0.112,0.0849,0,24.3,0.266,125.94,185.597,185.597,TRUE,0,Mamma Get Them Racks,King Tut (Turn Up Tony),2YmaGiVofIR0XBblkKtRH0
41.7,6.86E+01,1,-9.785,1,0.102,0.0238,0.325,10.5,0.0367,125.948,311.014,311.014,FALSE,0,Take Heart,Onnyx,4wh8AhMhd50tquSQaesXaC
47.4,6.73E+01,8,-11.068,1,0.0428,0.504,0.0358,14.6,0.821,125.959,400.747,400.747,FALSE,2,Shirley - Mono Mix,Max Roach,3XqCquEMIg2VvC9HJxzSm3
51.5,8.53E+01,0,-4.494,1,0.356,0.00163,0.0147,7.93,0.194,125.97,359.013,359.013,FALSE,0,Star Guitar - Armand Van Helden Remix,Shinichi Osawa,08TbTEcR028n6IvQB7NtPf
52.3,8.83E+01,11,-4.476,1,0.063,0.0622,0,12.3,0.413,125.976,243.81,243.81,FALSE,0,The Spark (Taking Back the Way),Big Firelight,3iDsIleySSFFG4NgucUWqE
74.1,7.72E+01,5,-7.25,1,0.0545,0.166,1.43E-06,8.36,0.914,125.982,141.013,141.013,FALSE,1,El Ayudante,Los Broncos De Cosala,2HHM5phm03GRfvKdi0IMnl
21,9.79E+01,7,-3.566,1,0.073,8.00E-06,0.748,99,0.472,126,203.4,203.4,FALSE,1,"Silent Night, Bodom Night - Live in Japan",Children Of Bodom,6615IwmLQYF5CPPQcNiE1n
77.2,8.81E+01,10,-3.161,0,0.0797,0.00447,0.176,9.51,0.968,126,393.053,393.053,FALSE,0,Sexy Love - Friscco Club Extended,Residence Deejays,4kuevyu8ti0pRGucyh5Fdo
75.5,9.68E+01,8,-5.763,1,0.0463,0.000228,0.0419,1.65,0.827,126.002,462.667,462.667,FALSE,0,Gotta Go Gotta Leave (Tired) - Morel's Pink Noise Vocal Mix,Vivian Green,2zqIEGmh6hAIcsur6JpuOs
91.7,5.43E+01,5,-8.523,0,0.0892,0.000287,0.752,7.65,0.384,126.009,412.285,412.285,FALSE,0,Chase The Mouse - Original Mix,Joris Voorn,4R9EHUWPtUtsILemKJXFu8
80,9.47E+01,10,-6.9,1,0.0617,0.000248,0.789,5.35,0.961,126.011,317.147,317.147,FALSE,0,Chekere Son (feat. Mayra Caridad Valdés) - Seiji Rerub,Gilles Peterson's Havana Cultura Band,3PI3VCK2gwO87n64KwoS8L
80.3,7.09E+01,5,-5.769,0,0.162,0.2,0,17.4,0.335,126.011,156.682,156.682,TRUE,0,Do Dat,RenzoBeats,6lbryEwy7oXLeMZli38xuS
72.6,6.48E+01,11,-11.266,1,0.0509,0.111,0.878,10.9,0.0352,126.018,495.375,495.375,FALSE,0,Bromance - Avicii's Arena Mix,Tim Berg,3GA6aafyrWomFCAknLnXfK
86.1,2.77E+01,5,-12.148,1,0.246,0.165,4.23E-06,7.4,0.18,126.02,175.125,175.125,TRUE,0,Perky Dreams,1TakeTheGreat,0glI7Q2GOKHBVaPTgN1HPC
94,6.62E+01,4,-4.754,0,0.0769,0.0362,0.00296,9.06,0.837,126.035,147.649,147.649,FALSE,0,I'm Addicted to You,Burning Gold,75evBcZpYTVLcekSkLTkCm
87.8,3.77E+01,7,-10.179,1,0.225,0.806,1.95E-06,34.3,0.807,126.04,118.84,118.84,FALSE,0,Glow Worm,Kidzone,3E4Ia2kYKry0BAqR9xn3ha
77.1,9.19E+01,9,-3.631,0,0.116,0.00407,0.501,6.57,0.745,126.04,246.613,246.613,FALSE,0,Get Money Kids - EMYND Buildup Breakdown Remix,Pase Rock,450a45z9CsRHHaXLq3smRi
68.2,6.87E+01,7,-7.671,1,0.049,0.0803,0,1.97,0.664,126.047,277.08,277.08,FALSE,1,Long-Winded Prayer,The Floating Men,062L83hbdf8LAHpGZnPPk7
54.2,6.62E+01,5,-10.234,0,0.0603,0.348,0.969,12.3,0.161,126.053,174,174,FALSE,1,Forged In Darkness,Exodus Music and Sound,7dezEMZC13JIslcf3M6Nas
79.2,8.16E+01,5,-5.284,0,0.0425,0.27,0.0408,10.7,0.97,126.059,260.809,260.809,FALSE,0,End of Sucker-Free Days,Satchel Grande,2I83Qar5ozW6nApzbMGW2e
59.3,5.75E+01,5,-16.319,0,0.0364,0.0197,0.698,14.6,0.234,126.071,263.812,263.812,FALSE,0,Ariel (Remix),The Big Trouble,4OSf2YarqIDMKwawHjsJIq
61.2,9.76E+01,8,-5.026,0,0.0434,0.000453,0.563,7.45,0.803,126.071,230.453,230.453,FALSE,0,Beat Bang - Action Man's (aka Herve') Tank Trax Remix,Machines Don't Care,1KLAeeJpyVUUTFpIdZ4xE3
69.5,6.83E+01,8,-7.038,1,0.138,0.0721,0,12.9,0.447,126.092,122.114,122.114,TRUE,0,Myself,Spice Marley,1xBFKt5Udg5FYavT1pa0kR
83.9,4.96E+01,0,-6.611,1,0.17,0.00972,0,10.9,0.222,126.093,205.727,205.727,TRUE,0,Cappin',RenzoBeats,6dLJSUEXK0wDK6aDgFNWJV
69.1,6.66E+01,0,-10.371,1,0.0377,0.0209,5.04E-06,8.73,0.765,126.166,270.693,270.693,FALSE,0,Keep Me In the Dark,Arcadia,25JUIrAaWz9hb5xSepD83T
69.2,7.18E+01,10,-5.485,0,0.481,0.0418,0,4.38,0.188,126.2,227.396,227.396,TRUE,0,No Option,TTG Dree,6nDoDrBVewnUaHzdtb5w0B
72.5,9.28E+01,1,-5.633,1,0.0674,0.44,7.18E-06,18.3,0.964,126.203,188.16,188.16,FALSE,0,Apenas Tenia Diez Años,Conjunto Michoacán (De Hermenegildo García),318YLaiIPXSZWIxKJlQqaH
54.7,3.90E+01,1,-8.731,1,0.0307,0.837,0,9.87,0.625,126.218,238.304,238.304,FALSE,1,Favorite Song (Live),Chris Hawkey,17rYdLzuQEcn5tcF8hpQcp
64.3,4.56E+01,4,-10.2,1,0.104,0.829,5.08E-06,11.5,0.796,126.232,115.641,115.641,FALSE,6,Swing Down Chariot,The Oak Ridge Boys,5MSqz4bxSWdwv1ikOrd7Dt
63.4,3.75E+01,0,-13.583,1,0.0343,0.847,0.199,12.2,0.242,126.239,161.173,161.173,FALSE,0,Strange Little Girl,The Stranglers,1MozEd35MtqYTwNc0N83qm
62.4,6.45E+01,2,-6.411,1,0.0697,0.0355,1.82E-05,16.5,0.665,126.243,216.907,216.907,FALSE,0,The Blackest Lily,Corinne Bailey Rae,6CNXkOeDyqk7lP8vzLXWDN
74.6,7.31E+01,8,-7.289,1,0.0765,0.374,2.15E-05,9.38,0.798,126.244,151.133,151.133,FALSE,1,100% Michoacano,Grupo Renuente,2J9leWRcUXtdICFRdlAskm
48.6,9.18E+01,5,-5.797,0,0.113,0.24,0,97.5,0.595,126.291,144.547,144.547,FALSE,1,Blood Bought Church,Charles Billingsley,0iCDLXkWyx9z3YYvVOOvnF
54.3,6.19E+01,7,-6.938,1,0.0363,0.00696,0,20.2,0.743,126.297,179.688,179.688,FALSE,0,You Got What It Takes - 2019 - Remaster,The Dave Clark Five,22X31maY9H0v2yYlW8xUKy
23.2,2.18E+01,3,-15.775,1,0.0433,0.959,0.00064,36.4,0.076,126.403,228.32,228.32,FALSE,0,Core ngrato,Salvatore Cardillo,5uPNyFzoK3DFENr7Qm5wkD
16.7,1.91E+01,1,-25.818,1,0.0533,0.0325,0.858,11.1,0.0376,126.421,600,600,FALSE,0,"The natural rhythm, flow and balance that create and reveal",Tmang,10H2GS3ZXAmESKf3fCcH6v
37.4,9.20E+01,9,-4.435,1,0.3,0.0105,0,7.08,0.513,126.496,169.413,169.413,FALSE,0,Two Fingers,Two Fingers,0mD3QNwtHpvdYqzdcUMuor
58.1,5.84E+01,1,-6.21,0,0.047,0.43,0,23.1,0.269,126.534,276.467,276.467,FALSE,0,You're The One,Natalie,2i3o8QMetqumfmZw5Qdh27
24.3,8.95E+01,1,-21.786,1,0.0735,0.0129,0.965,66.3,0.0367,126.604,172.023,172.023,FALSE,0,"Thunder, Rains",Sonido Del Bosque y Naturaleza,0cKYDl9J8yQHlQBJDN6R1b
58.8,8.14E+01,0,-7.409,0,0.238,0.248,3.42E-05,11.5,0.421,126.646,194.453,194.453,TRUE,0,Omni (Bonus) [feat. Trae tha Truth & 30 Wayz],Mack Biggers,2OZd6SdiZibNNJy5W1toTW
64.9,5.69E+01,1,-8.006,1,0.028,0.0998,0,10.2,0.26,126.649,259.413,259.413,FALSE,1,Time After Time,Halcyon,1767moT6ivi41TV1vvkULu
64.3,5.90E+01,11,-10.843,0,0.0284,0.0806,0.00578,17.4,0.818,126.651,239.427,239.427,FALSE,4,Well I Wonder,The Smiths,2zsSQI2zCNnskXWZ5n3aqV
40.4,1.16E+01,0,-22.436,0,0.0456,0.988,0.901,9.93,0.0792,126.723,554.64,554.64,FALSE,2,"Fantasy in C Minor, K. 396",Alfred Brendel,338pcm0VNo4ST90mOnrl38
90.4,4.27E+01,2,-9.756,0,0.0559,0.492,0,5.65,0.83,126.754,273.12,273.12,FALSE,0,Mal de Amores,Luigi Arias,0WVQir4LLNC0vAlJ8X0nJJ
74.2,5.28E+01,2,-12.23,1,0.404,0.00543,0,9.95,0.47,126.757,134.452,134.452,TRUE,0,Bag Talk,BM Riqq,4EggsMom6aclIBVw8tng2X
76.1,4.23E+01,8,-20.12,1,0.0674,0.000469,0.93,10.1,0.229,126.87,396,396,FALSE,2,Time Machine,Dave P,1okAK1y6Z9AtIY8gaJnZEY
85.3,6.29E+01,1,-4.954,0,0.0398,0.285,0,6.66,0.933,126.897,199.48,199.48,FALSE,0,What's Good,Unique,3fFgHi9LemPSEJPxjHqB2f
70.9,4.74E+01,2,-15.801,1,0.397,0.0155,7.62E-06,13,0.0361,126.938,119.208,119.208,TRUE,0,Nuff being said,Co Staccs,5XBy0w9nBqciG3TdumucUM
91.2,7.29E+01,2,-7.094,1,0.0574,0.16,0,15.2,0.964,126.968,226.133,226.133,FALSE,0,Celos - Urban Remix,Fanny Lu,16IDHjQFTi6FSaHUU1Cakt
85.8,5.81E+01,0,-7.057,1,0.0447,0.00741,4.80E-05,9.98,0.407,126.971,61.048,61.048,TRUE,0,Eat It Up,Kafime,1t01epTJa5yA4ekvDAKUUn
81,2.69E+01,2,-14.638,1,0.0513,0.51,0,10.1,0.872,126.971,176.733,176.733,FALSE,0,Full Time Love,Kathy Mattea,4kGkfhuN5agYNPd2DhFc91
73.9,7.37E+01,6,-4.376,0,0.0556,0.00109,0.776,4.15,0.594,126.973,260.573,260.573,FALSE,0,Hey - Black Noise Remix,Laidback Luke,4pTzmlZKdt54xnTl8x3OWJ
64.6,9.81E+01,1,-6.439,1,0.0561,0.0325,0.76,22.6,0.828,126.986,474.013,474.013,FALSE,1,Goin' Crazy - Dance Mix Version,Natalie,3N9RrEQHiRG4ka5Wc37KIn
71.2,6.31E+01,2,-8.359,0,0.0257,0.0177,0.9,28,0.291,126.994,274.154,274.154,FALSE,1,Tuned Out,Plasma Force,2aenoxd68Q72OuVMmVyDrq
82.5,4.76E+01,1,-11.245,0,0.0652,0.0464,0,7.07,0.862,126.998,196.598,196.598,TRUE,0,Just Anybody,1TakeTheGreat,00Z3FL0OWeYr4B5BGO2eBr
75.7,8.71E+01,2,-4.88,1,0.0501,0.00996,0.000181,9.96,0.881,126.999,198.927,198.927,FALSE,0,Waka Waka (This Time for Africa),Burning Gold,7AUKksxSKZmo2COkiXEeBf
65.5,9.45E+01,9,-5.575,0,0.0831,0.0205,0.0768,12,0.201,127.016,273.64,273.64,FALSE,0,Hooligans,Jack Beats,2Rd21du6argSn48SuoVKlC
69.5,8.42E+01,5,-10.513,0,0.0403,0.0149,0.927,4.33,0.473,127.019,390.493,390.493,FALSE,1,Rezando (feat. Roberto Fonseca) - Michel Cleis Remix,Gilles Peterson's Havana Cultura Band,38N9vvZ2ofQD4sAqRJzH3y
68.8,6.75E+01,7,-13.967,1,0.0621,2.51E-05,0.801,4.91,0.367,127.024,553.72,553.72,FALSE,0,Able To Love - Carlos Fauvrelle Funktastica Mix,Benny Benassi,57Bsk3s32KcxlDQssP7gG9
84.8,3.12E+01,1,-15.887,1,0.379,0.0518,0,11,0.136,127.046,143.7,143.7,TRUE,3,BRD Freestyle,Cglizzay,7wShMILbTC7H3057lsETcJ
83,6.11E+01,7,-6.811,1,0.0333,0.476,0.00096,29.7,0.791,127.051,183.187,183.187,FALSE,0,The Good Thing,Talking Heads,2IlydRdRKjEX9rARNI37Wp
78.6,5.64E+01,5,-8.56,0,0.0425,0.0042,0.893,6.05,0.394,127.064,416.44,416.44,FALSE,1,Walking Away - Tocadisco Remix,The Egg,3xXLg0Te7prCGagIG142gs
84.3,5.18E+01,8,-12.067,0,0.386,0.472,0,17,0.642,127.115,217.083,217.083,TRUE,5,BankBoy Lifestyle,Big Bando,487XoP7G6dVZ6kFqofzFql
85.9,4.14E+01,1,-9.699,1,0.0821,0.053,0.000421,23,0.309,127.135,320.993,320.993,TRUE,0,Whatchallwannado - Chopped and Screwed,Mr. Pookie,3BDPPrfeD7icOnmYzV1cLj
57.4,3.30E+01,0,-7.727,0,0.031,0.77,0.000174,8.89,0.287,127.202,272,272,FALSE,0,Silent House,Sound Frames,0aDZnXp7YlJLxf5oA5QcV6
61.2,7.11E+01,9,-6.234,0,0.0344,0.113,1.57E-06,26.5,0.576,127.204,509.373,509.373,FALSE,1,It's All About Him,Daniel Ballinger,1XL7ZyjGDVc2b5l6Dq1J8p
65.3,7.98E+01,0,-11.953,1,0.0808,0.166,4.26E-05,12,0.853,127.205,191.6,191.6,FALSE,0,Donde Esata De Casa De Pepe,Hosty,6Sy4S9kQrxlPTJokzYOTWL
16.2,2.96E+01,1,-30.329,0,0.1,0.231,0.962,16.3,1.00E-05,127.258,120.816,120.816,FALSE,0,Relaxing Shore,Winds and Oceans,7lhYuGooAz4SSdAzq3TZxh
59.7,4.09E+01,9,-10.19,0,0.0352,0.979,0.0492,9.76,0.51,127.331,128.157,128.157,FALSE,0,Port Stockton - 2018 demo,Vufcup,5pQ3gLGvmOykgnTYiN33oX
39,1.76E+01,7,-16.079,0,0.052,0.954,9.49E-05,12.9,0.215,127.335,180.387,180.387,FALSE,0,O paese d'o sole,Vincenzo d'Annibale,1uYUO0G6bvV63DUVCw0upD
51.5,9.48E+01,11,-7.015,0,0.0805,0.0133,0.00132,42.1,0.587,127.376,222.074,222.074,FALSE,1,Long Arm of the Law,Dead Winter Carpenters,5xpkQPOVMZLdP9PW9DrkFA
42.2,4.00E+01,0,-9.153,1,0.0316,0.142,0,11,0.209,127.392,287.32,287.32,FALSE,0,Fortune Teller,Hope Waits,18zUa7Rhu7hTmGfseJ36UK
60.6,4.66E+01,0,-12.942,1,0.048,0.547,1.37E-06,10.9,0.679,127.504,487.636,487.636,FALSE,8,"Un Beso, Por Un Segundo, Mi Corazoncito, Los Infieles",L.A. Orquesta Nueva Revolucion,5nLJAgmIpAjA6h8Hz08oRd
55,6.23E+01,1,-10.531,1,0.364,0.135,0,10.5,0.263,127.516,196.23,196.23,TRUE,0,Free Glen,Mar '17,33LIeCFstUO0ytVW7EhsRs
45.3,5.60E+01,1,-12.254,1,0.394,0.0771,0,35.5,0.434,127.517,107.002,107.002,TRUE,1,In A Minute,BMS Trapo,6OfkSyd9WvSqcNp6xOTsbY
69.1,8.12E+01,0,-7.772,1,0.0558,0.0433,1.16E-06,29.9,0.685,127.568,220.627,220.627,FALSE,1,Hungry Like the Wolf,Duran Duran,4z15o6XKr9k1gVoC53HULV
71.4,3.75E+01,7,-13.532,0,0.0369,0.00423,0.437,29.2,0.669,127.674,235.493,235.493,FALSE,0,To Look at You,INXS,26tfQnPcWTs10lVIYSevLf
48.1,7.92E+01,5,-11.7,1,0.0332,0.0255,0.0197,51.9,0.562,127.733,212.2,212.2,FALSE,0,Leaves,Primal Scream,5mkMyoJkkOUArnsBYkrLp4
66.4,7.09E+01,7,-7.74,1,0.127,0.481,0,36.3,0.667,127.763,151.656,151.656,FALSE,0,Mi Nombre es Carlos,Grupo Renuente,2NgOmFlvicKRd5oUUHRV90
16.1,3.03E+01,1,-33.236,0,0.0863,0.223,0.905,36,0.00239,127.817,127.347,127.347,FALSE,0,Sea of Life,Winds and Oceans,3fDzvhsbEMutlXh14qSgl1
56.3,9.08E+01,7,-3.102,0,0.0806,0.13,0,48.1,0.408,127.833,169.665,169.665,FALSE,0,You Know How I Feel,Big Firelight,4nnDIYdXvqbWcUs0HlJmCm
78.1,3.46E+01,2,-11.478,0,0.0503,0.758,0,9.1,0.903,127.836,145.8,145.8,FALSE,0,Isn't That So,Jesse Winchester,2u4F9sGaXUHHWWSsWGaW4d
49.8,7.92E+01,4,-2.529,1,0.034,0.142,1.85E-06,19.4,0.339,127.848,218.642,218.642,FALSE,0,Dare You (Lay On the Ground),Jessy Foxes,7I0hPMrZ0TwLWCtALP3vNu
51.4,4.14E+01,11,-10.637,1,0.0285,0.366,0,12.7,0.145,127.868,223.707,223.707,FALSE,3,I Love You Anyway,Zach Coffey,1fuWS3Iu6wverAZF3O6g57
30.3,6.50E+01,7,-5.656,0,0.0362,1.19E-05,0.858,18.1,0.258,127.872,198.707,198.707,FALSE,0,Chim Chim Cher-ee - Disney Super Guitar,Phil X,4xaeehCY8Jj19aXh6Hl3SD
61.5,1.13E+01,9,-11.425,0,0.0769,0.852,0,9.88,0.38,127.888,149.187,149.187,FALSE,0,Singing Something,Chilly Gonzales,2zheT2BfBQ5ndKcG1WOzxi
16.5,9.32E+01,11,-4.179,0,0.119,1.00E-06,0.986,36.3,0.05,127.89,108,108,FALSE,1,Loss,Rotten Sound,2Hm5VhmC0ttfjDmEkGEYPU
91.6,4.76E+01,0,-13.905,1,0.0804,0.159,0.88,38.3,0.317,127.922,125.625,125.625,FALSE,0,Perdoname Ni Amor,Kellkito,3svq8E4XVSDe2jomueA9iP
64.8,7.03E+01,7,-3.732,1,0.0254,0.292,0,27.7,0.529,127.949,210.006,210.006,FALSE,0,Without You,Big Firelight,2NyVvT8YGSGdtTIOKL81zb
67.7,7.29E+01,0,-5.401,0,0.0642,0.00657,0.0382,14.2,0.31,127.954,242.742,242.742,FALSE,0,Where Have You Been,Jessy Foxes,48PhHsA54M9x5QFY7LzmdC
78,5.55E+01,0,-7.018,0,0.0429,0.0561,0.00879,6.38,0.494,127.956,337.969,337.969,FALSE,0,Feel The Love - Extended Mix,Marchi's Flow,47ns5Fmfxzevqi6MSoh9fQ
79.3,6.36E+01,5,-5.302,0,0.039,0.499,0,34.4,0.837,127.958,232.053,232.053,FALSE,1,Heartbreaker,Unique,2fYcc7rLqU0emhboyU86IF
57.8,8.61E+01,9,-3.25,1,0.0696,0.0275,0,17.6,0.0801,127.964,176.136,176.136,FALSE,0,Psalms 89,King Malachi,5euOnu3jV4v4Wc7po9xCcQ
44.3,4.94E+01,1,-12.041,0,0.112,0.525,0.681,60.1,0.387,127.964,357.093,357.093,FALSE,0,Muzik - Afropeans Revisit,Eric Benét,78wRFMCZXiQELDKdKFS5JS
68.1,9.09E+01,2,-5.259,0,0.0736,0.00208,0.758,10.4,0.0377,127.968,312.373,312.373,FALSE,0,War - Instrumental,Jack Beats,7zVum4KlLMZLYzfRAhb6jw
