danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,,duration_ms,explicit,popularity,track_name,track_artist,track_id
53.5,8.39E+01,1,-4.912,1,0.0395,7.92E-06,4.62E-05,13.8,0.563,96.514,212.72,212.72,FALSE,1,Vampires (Don't Kill For The Money),Bleed The Dream,7I7fcByleEbIx3VHpgHG0h
26.5,4.79E+00,5,-17.108,1,0.0364,0.793,0,13.7,0.278,96.605,158.667,158.667,FALSE,1,Voice of My Beautiful Country Suite: V. Lift Ev'ry Voice and Sing/Star-Spangled Banner,Rene Marie,3QSWDVDeeXmS8gMRqAujmi
76.2,4.64E+01,1,-14.614,1,0.258,0.0189,0.934,7.68,0.0522,96.627,159.006,159.006,FALSE,0,Gracias Por Quererme,Sikatris,4LqicKanoxqF5Q7K7dma9K
29.2,3.64E+01,11,-11.729,1,0.03,0.0147,1.57E-05,6.66,0.258,96.702,290.483,290.483,FALSE,1,Living You Down,Zach Regan,7LzZeCYtd3XxgywVi0CU8z
76.2,7.10E+01,1,-5.951,1,0.246,0.323,0,17.9,0.873,96.763,132.48,132.48,TRUE,0,Standards High,Orrin King,0gUfUD7pcT6G7fBlopslAU
69.1,7.02E+01,9,-6.072,1,0.0643,0.472,0,6.44,0.751,96.798,188.427,188.427,FALSE,0,La Bronco Negra,Los Leones Del Norte,2AO6tc6VYtUWfWO03tOjVW
60.5,4.43E+01,9,-14.861,1,0.0525,0.0213,0,31.8,0.395,96.842,161.935,161.935,TRUE,0,Memory Lane,Chaotic,0BE61Cpfyt1pUkGEraFDbh
60.9,5.79E+01,10,-13.904,0,0.0805,3.63E-05,0.958,20.7,0.645,96.905,148.454,148.454,FALSE,0,TheFeeling,BLAISE MC,08PElCycYZ3S42LOgU8xbt
18.2,6.10E+00,9,-22.473,0,0.0475,0.967,0.00102,11.4,0.0389,96.917,249.533,249.533,FALSE,0,L'arlesiana: Lamento di Federico,Francesco Cilea,7CNRBXeLmIenQ1To7Yk4a8
72.9,4.19E+01,1,-15.029,1,0.209,0.473,0.000132,12.7,0.924,96.973,258.128,258.128,FALSE,2,True Love,A.b.lewis,5rZ6SeSkMRXFZ94DORAsDU
44.6,9.78E+01,8,-2.47,1,0.0753,4.34E-06,0.848,11.6,0.327,96.974,332.32,332.32,TRUE,0,Viscera Bucket,Yotuma,4aOBOP5ywRjrKyCiBXlhnu
54.5,3.99E+01,7,-9.207,1,0.0296,0.812,0.00113,30.8,0.439,96.976,243.759,243.759,TRUE,1,The Slow Poison,David Mayfield,4azs44yOUvYUzE5QOjNtnS
59.3,5.40E+01,0,-6.611,1,0.0263,0.783,1.48E-05,31.9,0.831,96.989,169.679,169.679,FALSE,0,Old Familiar Pain,David Mayfield,4K2SZqA9DjtGJ2b1ZAcS05
51.4,5.73E+01,1,-7.759,0,0.359,0.249,0,14.8,0.313,97.012,224.366,224.366,TRUE,2,We Homies,Kashhhkarii,4umxeuTuyBwadWzlhjDpXp
77.7,1.47E+01,8,-19.616,1,0.353,0.156,0,12.6,0.29,97.019,133.251,133.251,TRUE,1,Cant Fold,LMG JMoe,2eORxe9SMqgYrrMKPacy94
77.9,9.02E+01,11,-4.868,0,0.292,0.369,0,12.5,0.831,97.021,160.862,160.862,TRUE,0,Niggas Sensitive,DB MONEYCRAZY,6b1797S4St96Rvc1qgXIKe
89.1,8.43E+01,6,-7.576,0,0.179,0.102,9.50E-05,5.86,0.715,97.029,241.587,241.587,FALSE,0,Elegante,Orishas,63y26KtwIEZYHy8nEuHSg4
59.4,6.51E+01,10,-9.927,0,0.0893,0.318,0,8.97,0.361,97.035,113.499,113.499,FALSE,8,Rise,Vicious Teknique,4RzLbopjo7l67GYtgoigp7
90.1,6.60E+01,1,-2.477,1,0.246,0.0547,0,8.59,0.689,97.041,259.733,259.733,TRUE,0,Drop Top Heaven,Grim,5riia6uTW8cNVlLk4tP4Jt
56.4,7.25E+01,2,-9.197,1,0.0338,0.0038,0.0714,7.21,0.84,97.054,214.92,214.92,FALSE,0,Two Left Feet,Zach Coffey,1WLnIi5Gi86FMnYbIi235X
58.9,8.08E+01,4,-5.345,1,0.03,0.15,0,19.6,0.662,97.054,209.947,209.947,FALSE,0,Wonderful,Chantal Kreviazuk,3d5jdWtXgTjk0q5y80QY9I
83.1,7.92E+01,11,-3.96,0,0.0332,0.463,1.35E-05,26,0.765,97.064,259.88,259.88,FALSE,0,Un Regalo Especial,Jesus Pagan y su Orquesta,1DAGldkqT1YZMjgdmzkuqz
89.2,4.98E+01,7,-9.533,1,0.363,0.0874,0,7.5,0.644,97.066,235.867,235.867,FALSE,0,When You See Me,G-Side,6frMRAq6q6JFJWjAVPpgOP
67.4,5.50E+01,10,-10.891,0,0.0765,0.0692,0,32.1,0.324,97.067,148.329,148.329,TRUE,0,She To Exclusive,King Tut (Turn Up Tony),3L9zZGGLhbtoOzQRCLrBHM
87.1,3.93E+01,10,-13.141,0,0.467,0.00432,0,7.27,0.603,97.078,149.177,149.177,TRUE,1,Pushing Up Daisies,TTG Dree,6DWI4JjyzRudINigpsLyHQ
62.7,4.52E+01,7,-11.84,1,0.153,0.668,0.00126,11.6,0.646,97.148,296,296,FALSE,2,Get Behind the Mule,John Hammond Jr.,5rSTtbF2K9AyvtqwfTsPjS
33.9,9.57E+01,11,-7.996,1,0.0916,0.000275,0.144,9.26,0.133,97.21,109.6,109.6,FALSE,0,Voy A Mi,Golpe Justo,42yc8n2l0RvvOzaMwYnmXD
45.8,6.37E+01,0,-6.251,1,0.177,0.0796,0,33.4,0.228,97.224,162.096,162.096,FALSE,0,When ever you decide,King Malachi,0UV9Sv83DZpe8OAPq0Gu4u
36.7,2.47E+01,7,-14.195,1,0.0351,0.929,0.00171,11.3,0.311,97.245,112.427,112.427,FALSE,0,"Peace, Sweet Peace (with Hovie Lister)",The Statesmen Quartet,14BUBWdHwuQigJvHWCcUsf
82.1,6.11E+01,10,-9.795,1,0.0555,0.414,0.000152,9.43,0.96,97.264,444.133,444.133,FALSE,0,The Rubberband Man,The Spinners,1xIrTI7T1g9GGrtFkF27Vx
69,5.14E+01,2,-11.744,1,0.03,0.182,0,8.81,0.857,97.269,128.333,128.333,FALSE,0,Trouble Free,The Wilburns,6E3XwQtLmxhIhVylxNAtDJ
59.2,4.86E+01,4,-8.711,0,0.445,0.0854,0,22.3,0.435,97.33,148.881,148.881,TRUE,1,Steelers,BMS Trapo,4YzMrNKXrDPrNl7EmpQXR6
25.4,2.68E+01,11,-12.589,0,0.035,0.978,0.487,8.74,0.0384,97.391,264.987,264.987,FALSE,0,Evergreen,Gwilym Gold,1bwNfKNfrRzlJJnaWfrqza
59.2,7.66E+01,6,-6.612,1,0.0391,0.043,2.66E-05,25.9,0.879,97.419,176.232,176.232,FALSE,1,I Wish You Well,Mimi Naja,0gqlJPatzkSw0R9JoRuVgM
42.9,4.14E+01,4,-5.499,1,0.0255,0.552,0,10.7,0.274,97.424,276.8,276.8,FALSE,0,Days of Heaven,Alan Whitney,6MVoNR0FN4vriQ7r0zifUd
12.2,3.72E+00,0,-17.8,1,0.0484,0.64,0.904,12.5,0.0328,97.429,108,108,FALSE,0,Sleeping,Pink Noise Therapy,1KELRcFp2JgDTHXUTIz3q3
51.8,6.93E+01,11,-6.415,1,0.0345,0.0457,1.98E-05,10.8,0.34,97.441,238.133,238.133,FALSE,2,Real Love,Halcyon,1UqDYlW4JAuvgra854vXoy
39.9,1.14E+01,3,-17.612,0,0.0397,0.928,0,9.96,0.535,97.445,185.34,185.34,FALSE,0,Give Myself,Malachi X,6mi7P8oRxWdf3xxwqNwJM8
79.6,5.68E+01,1,-9.766,1,0.398,0.00737,0,9.49,0.147,97.481,128.81,128.81,TRUE,0,Up and Running,Mar '17,4ExULMtsaV3fpyKRXNyi7l
58.8,6.31E+01,10,-6.031,1,0.0244,0.593,0,5.32,0.901,97.51,215.547,215.547,FALSE,0,Con Olor A Hierba,Conjunto Alacrán,0B1T1CCoAHYUHbq39IAvas
83,5.75E+01,8,-6.492,1,0.385,0.641,0,12.4,0.352,97.514,148.689,148.689,TRUE,0,Swervin,TTG Dree,3M0kKmjx6VIUoVJEgJd80j
79.9,5.85E+01,1,-7.567,1,0.237,0.062,0,45.9,0.359,97.526,187.105,187.105,TRUE,0,We Dont Like Them Nicca's,G-9lock19,2T8KoTGUSheDqJ1louMmrE
19.9,5.15E+01,10,-19.081,1,0.047,0.773,0.144,73.3,0.0483,97.548,194.276,194.276,FALSE,0,Relaxing Seawater,Ocean Sounds,6xtrZtcl7RmULxv2Wgl8ru
75.3,7.11E+01,6,-5.617,0,0.0468,0.113,0,36.4,0.396,97.567,201.56,201.56,FALSE,0,You Don't Love Me No More,Natalie,31CDW40b119qpxqKz4vK9D
28.8,2.99E+01,7,-19.56,0,0.0453,0.895,0.00206,90.4,0.148,97.587,194.178,194.178,FALSE,0,Mother Nature's Song,Nature Sound Series,3WC8d5QWPYlzu2KGmYCQ02
53.4,7.99E+01,11,-9.012,1,0.123,0.0161,0.0233,41,0.646,97.632,134.867,134.867,FALSE,1,Fuerza Bruta,Golpe Justo,2EIVd7UnGGfEZ3n9yH6i2C
88,7.13E+01,8,-10.071,0,0.408,0.00446,0,12.7,0.076,97.657,128.888,128.888,TRUE,8,Step Bout It,marcfrmdabityy,3PJRp6h4F3V2p8nQEUkN3e
74.8,2.56E+01,1,-17.669,1,0.322,0.017,9.08E-06,14.2,0.188,97.658,370.35,370.35,TRUE,0,I Don't Know Them,42oH,7mGMmhasLh9D0v59nEzjMA
73.1,6.54E+01,9,-8.177,0,0.0461,0.153,0,5.34,0.865,97.796,237.48,237.48,FALSE,0,Me Tienes,Tropicalísimo Apache,3UyUVIP1z6zd6xCDa7YbIp
70.2,6.43E+01,1,-6.629,0,0.356,0.124,0,24.1,0.295,97.799,132.951,132.951,TRUE,1,Mike Gesicki,GSB Paid,3YXPIOS3U4b4s6zFQ79FlK
57.5,5.94E+01,7,-11.716,1,0.0262,0.00262,0,24.7,0.581,97.815,249.16,249.16,FALSE,0,Universal Love - 2019 - Remaster,The Dave Clark Five,4DxCZ6eZ5pYlWJdnEPAhVJ
62.8,5.42E+01,2,-9.17,0,0.438,0.0324,0,30.4,0.817,97.818,61.048,61.048,TRUE,0,The Procedure,Kafime,5OrMv6ncgTe6GNuIXB9HF4
49.1,1.33E+01,4,-18.196,1,0.0405,0.895,0.251,35.9,0.323,97.847,248.947,248.947,FALSE,0,At the Risk of Coming off as Trite,Ian Steinberg,39FsusBx1Kh30C2imSyebf
12.4,2.57E+01,4,-18.645,0,0.0469,0.482,0.935,23.4,0.0372,97.855,600,600,FALSE,0,"The exploration of thoughts, feelings and sensations, the cultivation of compassion, wisdom and liberation",Tmang,3IrA3dXYJ0zPMNq3hjiYg5
63,5.45E+01,4,-13.268,0,0.349,0.267,0,11.6,0.539,97.945,139.024,139.024,TRUE,1,1k Or LMG,LMG JMoe,4CgJ9vlXS2N21hZKvTHJhY
41,8.81E+00,2,-19.938,0,0.0397,0.958,0.918,10.5,0.135,97.948,239.133,239.133,FALSE,1,The Look Of Love,Peter Nero,6PcZf9IwUu7aWPQchFifdS
72.4,5.66E+01,1,-9.776,1,0.261,0.295,0,11.5,0.341,97.954,139.592,139.592,TRUE,0,Focus,MixedByCrook,5avYzhpneSZaNIE3iCM2mW
86.9,5.14E+01,10,-7.931,1,0.0491,0.105,0,80.7,0.964,97.961,207.125,207.125,FALSE,6,Monkey Stick - Remix,Royal D,1CPD3zgieHSlnRAts6haza
76.5,6.42E+01,1,-8.243,1,0.164,0.00374,0,27,0.502,97.98,99.184,99.184,TRUE,8,Nothing Nice,Reace Sosa,6PyhT6LxN4gDiTrpNBj3r4
72.5,5.52E+01,1,-11.43,1,0.125,0.0033,2.31E-05,26.4,0.232,97.98,110.352,110.352,TRUE,0,Supreme Coffin,Mar '17,5nqtESEj0nMANjfTjKDPIn
88.4,5.42E+01,9,-6.959,0,0.226,0.295,0,8.36,0.446,97.983,176.379,176.379,TRUE,7,cant lose,Doeboi909,1WegUqLBDZkmku7Ucz37Ao
84.8,6.49E+01,1,-8.057,0,0.0857,0.0196,0,6.69,0.841,97.989,225.306,225.306,TRUE,0,Jiggy - Remix,MixedByCrook,43WTFNhWloJyQplfLztmQ9
72.2,4.41E+01,7,-14.076,1,0.0349,0.000689,3.68E-05,79.9,0.104,97.99,125.51,125.51,FALSE,0,Mi Vida Sinti Es Un Infierno,Sikatris,0vLKtedJflEzqH5pcxUBKm
81.1,5.91E+01,5,-6.69,0,0.106,0.682,0,9.81,0.453,97.99,222.933,222.933,TRUE,8,Gangsta'fied (REMIX),88thagang,075LQmSvhQmBxMMLa9LiKR
65.5,7.57E+01,9,-4.524,1,0.0343,0.325,0,15.5,0.711,97.994,247.773,247.773,FALSE,0,Odio Por Amor,Juanes,5mWCvxy8Ud09YIIJUHkGNg
76.1,8.84E+01,10,-7.735,0,0.0356,0.0578,0.000236,31.2,0.653,97.995,341.547,341.547,FALSE,1,Beulah Land,Dr. Charles G. Hayes,0TPb42oMHjxr9qN1jeFTNx
71.2,8.41E+01,8,-7.105,1,0.0438,0.0347,0,12,0.507,97.997,147.72,147.72,TRUE,0,All Gon Go,Stunna Bam,3cN6VyhbWEyOxkbr7iZ11A
86,4.20E+01,6,-11.504,0,0.424,0.105,1.79E-05,4.53,0.464,97.999,107.807,107.807,TRUE,0,Case Closed,Gary Chose,45YQik8pkpurIUlm8WDeNO
91.4,6.35E+01,10,-3.968,1,0.0586,0.0478,0,49.3,0.972,98.002,204.905,204.905,FALSE,1,Monkey Stick,Royal D,14aaQXzOesvvcWgtkezCjj
82.3,2.30E+01,6,-15.3,0,0.0436,0.225,1.33E-06,11.2,0.538,98.003,117.492,117.492,FALSE,0,Fairy Tale,OhVee,2i4kkh1e05GaHgDzHT5o7K
71.5,8.00E+01,0,-7.231,1,0.0239,0.083,2.48E-06,23.1,0.782,98.006,208.133,208.133,FALSE,1,Qué Bonito,Los Mismos,2Wp1tTG3HHkSWP5mtlXbxB
71.7,3.52E+01,11,-16.576,1,0.0323,0.542,0,21.1,0.583,98.008,125.649,125.649,TRUE,1,2 Lightskin,WOK BANZ,28lWxWvyaTaM5K5D3wHysu
77,4.49E+01,11,-7.372,0,0.0922,0.000322,0.851,10.1,0.744,98.011,168.481,168.481,FALSE,1,Broken,Son of Perdition,5pPeQOVBd8EpeDzFlz8AW1
89.5,3.01E+01,0,-14.082,0,0.207,0.0179,0,17,0.286,98.013,125.623,125.623,TRUE,2,Like Me,WOK BANZ,0wEZCeOgVM9CsoMWJyiLli
51.9,9.76E+01,7,-7.246,1,0.0659,0.00663,2.35E-06,37.8,0.234,98.027,88.24,88.24,FALSE,0,I Don't Tell You Lies,Golpe Justo,4nRmLSIAliP7OUJvJXIEAT
54.8,9.59E+01,9,-4.435,1,0.059,0.00212,0,22.2,0.702,98.035,130.413,130.413,FALSE,2,Fast Girl,The Frantic,47wLbVkXDnFRiDXrwDhyb4
71.4,8.81E+01,0,-5.937,0,0.0843,0.0828,0,13.4,0.657,98.038,247.867,247.867,FALSE,2,Parapapampan (El Campismo) - Remix,Chocolate Mc,3YNXRCNSZORAtMTpOyrLJQ
72,4.94E+01,5,-12.317,0,0.266,0.0132,0.00134,23.6,0.45,98.046,135.993,135.993,TRUE,1,Hustle Hard,LMG JMoe,1YJ1QusfT5I6Q9FB4zfLWE
73.9,5.62E+01,7,-6.797,1,0.221,0.406,0,48,0.497,98.07,149.526,149.526,TRUE,7,TKO,LaMorris Williams,3QF9TCXFO7IgI7fA3cOKXv
48.9,4.99E+01,7,-9.519,1,0.0256,0.0137,0.544,9.54,0.391,98.094,220.961,220.961,FALSE,2,Shimmy Low (Reimagined 2010),The Clarks,1l9110PN2gcYOPiKLp0lNw
80.6,7.78E+01,9,-4.942,0,0.242,0.023,0.000252,12,0.718,98.106,249.813,249.813,FALSE,0,Slow Down - Remix,Chilly Gonzales,34VQ15kvMSwlvdnpmUeQap
51.4,7.37E+01,1,-5.672,0,0.262,0.475,0,45.4,0.587,98.161,151.005,151.005,TRUE,7,Fame or Success,MWGH,1JIHnYVlkmLomRJf1dPMir
51.6,5.95E+01,1,-9.541,0,0.245,0.201,0,28.2,0.396,98.203,61.048,61.048,TRUE,0,I Trying,Kafime,3MoidK1s9SzRn42Hu5TI2z
78.7,3.68E+01,2,-11.699,1,0.4,0.853,0,18.1,0.518,98.231,186.199,186.199,FALSE,7,Golden Hour,Ryan Arizona,1XtNiIa5fOb6FdZwClIHc7
65,2.23E+01,5,-11.328,1,0.028,0.871,0,12.5,0.385,98.255,249.048,249.048,FALSE,1,Empty Bar (Live),Chris Hawkey,2uk97ZsipnwakplO9ffqop
49.1,6.62E+01,4,-8.291,0,0.0316,0.0071,0.203,57.3,0.726,98.256,188.093,188.093,FALSE,0,Disco-Plank,Laika & The Cosmonauts,03Tg1CT62uWDL3tUvEBSyG
77.2,2.60E+01,9,-16.745,1,0.872,0.87,0,12.6,0.252,98.272,164.212,164.212,TRUE,0,Red Chanel,JpThaRuler,188ROMEgfkYdBRf7COgC8O
43,5.90E+01,2,-18.539,0,0.884,0.986,4.98E-05,85.2,0.513,98.289,172.208,172.208,TRUE,0,Couples,Melanie Comarcho,4q0seIhcoSmTJVtYx9fzhT
47.9,7.54E+01,3,-5.916,1,0.0719,0.532,0,11.2,0.815,98.362,462.698,462.698,FALSE,8,"A Puro Dolor, Brujería, Timbalero",L.A. Orquesta Nueva Revolucion,4JtcFkN6mROdaRg8YACJgD
75.4,6.73E+01,1,-2.59,1,0.0425,0.00784,0,25.2,0.549,98.393,168.08,168.08,TRUE,0,Just Like Mexico,Don Cisco,1W9ql05a2zwbO8H9NSsbfd
68.1,2.96E+01,3,-7.738,0,0.0315,0.805,0,23.1,0.216,98.441,249.96,249.96,FALSE,0,Stay,Natalie,2o2HXZwjC4MHIZMNE1Fo8i
71.3,5.58E+01,1,-8.674,1,0.451,0.221,0,14.5,0.545,98.447,110.194,110.194,TRUE,1,NAH,Yonny,5DWwDZdJIYPoumT26ECENh
76.9,2.99E+01,7,-19.416,1,0.385,0.203,1.78E-06,20.7,0.477,98.474,116.95,116.95,TRUE,0,Plug Sent The List,LMG JMoe,2elY07cxW4LHW8gexWbqlz
32.4,3.09E+01,3,-13.272,1,0.0506,0.782,0,75.2,0.442,98.532,514.44,514.44,FALSE,1,God's Promised Land (Live),The Wilburns,2mMEIrW0gUyohiUhGIjM7m
75.8,4.80E+01,1,-9.776,1,0.213,0.0341,1.56E-06,27.9,0.243,98.558,112.708,112.708,TRUE,2,Top Opp 2,ynslilblake,5cRJaUEtgfHuNZKc1IAYH2
39.5,6.27E+01,2,-17.933,0,0.882,0.986,0.0311,91.5,0.487,98.558,159.75,159.75,TRUE,0,Little Dicks,Melanie Comarcho,2lOUyEN3i36zC016bGN3i4
62.8,5.10E+01,6,-14.624,1,0.944,0.897,0,56.4,0.545,98.584,100.754,100.754,TRUE,0,Skit,Young Devi D,28isV5ihj0G6QC12oDSNj8
64.4,1.48E+01,11,-15.526,0,0.0409,0.866,0.00268,12.7,0.19,98.6,219.787,219.787,FALSE,1,Holy Wars (acoustic),Ed Perrone,7BJnXGWIZyx9jsI6JxXZTk
59.3,6.69E+01,9,-7.731,0,0.0257,0.308,5.86E-06,10.6,0.462,98.619,301.387,301.387,FALSE,0,All the Beautiful Worlds,Stevie Nicks,4LjalLJuaVxcCO2MC1NI5y
77.9,5.56E+01,5,-11.363,0,0.376,0.0667,0,23.6,0.655,98.637,175.929,175.929,TRUE,1,Moncler,TTG Dree,3deW4XAJNWIbfBa4hG4Y3l
76.2,4.52E+01,1,-9.722,1,0.379,0.338,0,18.5,0.544,98.728,81.665,81.665,TRUE,0,HOT ASF,JpThaRuler,5pxWsqmIgX71t0G9FO4vFb
35.9,7.75E+01,7,-7.064,1,0.035,0.00299,3.55E-05,15.9,0.431,98.812,187.6,187.6,FALSE,0,Someone Like You,I Am Kloot,5BNc5xDjTjVoarXfESjxfx
45.8,9.39E+01,1,-2.505,0,0.0785,1.97E-05,0.000194,4.17,0.545,98.822,228.133,228.133,FALSE,3,California,Sprung Monkey,1mK9wU1KgGHfxFEGAzEUi8
62.1,5.56E+01,5,-6.446,1,0.0302,0.835,2.46E-06,8.51,0.929,98.859,89.787,89.787,FALSE,1,Don't Let Nothing Get a Hold of Me Lord (with Hovie Lister),The Statesmen Quartet,48mgWN8a0oh293msqhtfy3
22.3,1.13E+01,0,-27.781,0,0.0348,0.716,0.782,14.7,0.0417,98.905,252.133,252.133,FALSE,0,Marina Season,Ocean Sounds,6pIvztS0AU95Wta10RgcWX
71.9,3.78E+01,5,-14.499,0,0.133,0.108,0,26.7,0.345,98.923,156.865,156.865,TRUE,0,Apon A Time,LMG JMoe,3xy1oFT6lTYr0EpmgkJxEm
73.7,2.82E+01,5,-12.748,0,0.415,0.493,0,29.4,0.334,98.929,153.757,153.757,TRUE,8,With Da Rocc,CZONNE,6ptbHuNiM0q1YCZ15W8fyV
70.9,6.54E+01,0,-7.04,1,0.0407,0.116,0,7.52,0.796,98.95,317.747,317.747,FALSE,0,Medley: You To Me Are Everything / Esperando Primavera,Croma Latina,5NBdBd6gmRjm52TVUEP9US
75.4,4.32E+01,8,-13.066,1,0.0768,0.0038,0,30.4,0.369,98.969,129.045,129.045,TRUE,0,Gun Walk,tUnE kOrLiOn,5WAjOpOKUpfecNubnV6wOC
70.9,4.54E+01,10,-11.666,0,0.172,0.627,0.0776,13.4,0.289,98.971,145.659,145.659,TRUE,7,Money Moves,SINNA LOWKS,4Sr5vMNxxqIFyRhx8Nkrfy
75,7.75E+01,9,-5.733,1,0.0577,0.107,0.127,6.04,0.172,98.987,246.962,246.962,TRUE,0,F**K How You Dance,Swazy Baby,3q2G7rA8CWwG7KOxxvCk93
75.9,4.94E+01,2,-12.849,1,0.235,0.221,0,8.88,0.381,99.022,109.481,109.481,TRUE,0,Intro,MT Kbandz,3ddF6c7teuB6t39RT5Ck0L
67.9,4.21E+01,4,-8.232,0,0.433,0.569,3.42E-05,16.9,0.347,99.022,207.253,207.253,FALSE,3,Just a Little Lovin' - GB Remix,Carmen McRae,1rwVFmDL1yFZ2Nu3zett9V
84.2,2.75E+01,5,-20.765,0,0.258,0.066,0,5.22,0.35,99.023,156.369,156.369,TRUE,1,Ask Ro,LMG JMoe,6e8XvPzlElvbkSJHJehnns
78.6,6.06E+01,5,-7.054,0,0.103,0.25,0,11.5,0.275,99.025,145.455,145.455,TRUE,2,I'm Not Regular,MixedByCrook,2peol38nKRth9NEwFcaByu
74.1,4.59E+01,5,-12.078,0,0.146,0.169,0,11.7,0.336,99.029,237.322,237.322,TRUE,8,Dome Shit,Grayso Onnago,6vbYgqfCWotU9QlRDNsz76
59.1,6.23E+01,9,-12.931,1,0.212,0.464,0,97.3,0.833,99.044,319.467,319.467,FALSE,1,Coming Out Of The Wilderness (Live),The Wilburns,5aEwGBNPq9PgfkBA0uHUnu
88.2,8.33E+01,9,-3.65,1,0.0436,0.232,0,4.74,0.967,99.053,164.861,164.861,FALSE,0,Mi Gran Delirio,Grupo Imposible de Raunel Lopez,6hiEpAe41fB0MP0tpgYoGp
79.1,5.69E+01,4,-5.962,1,0.0566,0.644,0.00974,10.6,0.526,99.054,160.052,160.052,TRUE,0,Wavy,Winno,6P2XcpZ5Cg6PlV80QDSshL
88.7,6.77E+01,7,-7.976,1,0.148,0.0351,2.55E-06,8.98,0.949,99.065,84.613,84.613,FALSE,0,Put Me On - Snippet,Latif,2RsTCW2TKJ3zxz1YvnLS3i
43.3,9.71E+01,0,-3.073,1,0.0785,0.00113,0.00016,66.4,0.156,99.074,216.665,216.665,FALSE,2,The Street the Sound,Flight 409,5T6FKcKVDjSC85sJVyFxZb
16.5,2.93E-02,0,-6.363,1,0.0933,0.000303,0.962,15.4,0.219,99.175,143.158,143.158,FALSE,0,Morning Noise,Pink Noise Therapy,7MCCHFSvTsVEwLfAg5dtRs
82.9,7.61E+01,10,-5.841,0,0.122,0.118,0,20.3,0.858,99.196,210.32,210.32,FALSE,0,The Game Don't Change,Baby Drew,37UliCze4ANFWt1MZ0pzNy
29.8,9.59E+01,4,-8.747,1,0.0709,0.000167,0.703,23.1,0.384,99.262,96.667,96.667,FALSE,0,Mente Incoherente,Golpe Justo,6vCKwPTKWQbilGdu0qTZR4
69.5,4.75E+01,7,-6.87,1,0.0352,0.166,0,24.8,0.831,99.305,175.92,175.92,FALSE,0,Tengo Un Amor,La Mafia,36L50xcK3wkkOHOIdgjafH
17.4,7.57E+01,0,-5.827,1,0.0322,0.00282,0,6.71,0.278,99.323,262.933,262.933,FALSE,1,Season Is Over,Matthew Sweet,2IlM0hhIZdheHnukXAl20b
45.9,6.57E+00,9,-23.565,1,0.0449,0.548,3.81E-05,10.5,0.573,99.341,136.28,136.28,FALSE,0,Somehow,Kylo Gun,3rzG5wnmCGeRsE6SZRa5p8
56.1,4.91E+01,0,-10.65,1,0.0438,0.905,0.000939,6.51,0.692,99.377,93.147,93.147,FALSE,0,You'll Find Him There (with Hovie Lister),The Statesmen Quartet,13jSOLVud9smjw94Aw79nw
59.8,6.25E+01,8,-8.417,1,0.198,0.0626,0,7.8,0.419,99.465,235.689,235.689,FALSE,0,KickDoe,Dj Teddy,5GJRyi9YOOSZXhAem16f4m
70.6,6.14E+01,1,-8.134,1,0.503,0.0247,0,18.2,0.522,99.469,101.851,101.851,TRUE,1,Loyalty,Wsb Stepp,7alwTwxOnxvhe4zb9BNMTk
65,3.31E+01,3,-10.818,0,0.383,0.865,0,10.5,0.581,99.513,116.193,116.193,TRUE,0,Sensi,JpThaRuler,4pMqXl6EfmZrodPMYHUq9Z
51.9,7.10E+01,10,-11.173,1,0.0372,0.0917,0.000279,6.43,0.646,99.542,184.373,184.373,FALSE,0,For Once In My Life,Peter Nero,0bCNF5hFqjnDoPEAJnIn8K
68.4,1.87E+01,7,-18.497,1,0.915,0.313,0,31.2,0.582,99.616,40.88,40.88,FALSE,0,Eight Big Fingers (Rhyme),Kidzone,3z1cLFPK85VNAqj2aIKfkm
64.6,5.15E+01,4,-10.657,0,0.105,0.732,0.00169,10.7,0.825,99.616,177,177,FALSE,0,She's Tough,John Hammond Jr.,5u60chOvGnnF16IwaAjeLe
53.1,3.80E+01,8,-12.457,0,0.423,0.364,1.64E-06,32.8,0.213,99.646,268.46,268.46,TRUE,8,Fake NiggaS,Newport,5GEaGrqUJAkcFrMVKPZkws
29.2,9.74E+01,7,-6.564,1,0.0761,0.00016,0,23.2,0.156,99.667,32,32,FALSE,0,Money Shot,Golpe Justo,5a08csVTBRSCCWFRyoQcqa
21,9.67E+01,2,-3.569,0,0.0713,2.41E-05,0.778,93,0.38,99.686,247.067,247.067,FALSE,0,Warheart - Live in Japan,Children Of Bodom,3dP9MehOvlTCO3K8Hd4q8J
23.5,9.08E+00,5,-25.68,1,0.0363,0.638,0.881,29.3,0.0562,99.711,202.244,202.244,FALSE,0,Lunar Creek,Ocean Waves For Sleep,4iKdMQWT80V4M3IWEqj5EX
40,2.45E+00,0,-25.06,1,0.0392,0.894,0.736,11.2,0.0379,99.724,145,145,FALSE,0,Quiet Contemplation,Meditative Zen,2gpAVsgSZMLd9uOY31boLN
56.2,3.28E+01,6,-13.666,0,0.0839,0.622,3.84E-05,51.8,0.554,99.746,177.659,177.659,FALSE,0,Pep Talk,Althea,30MsD0rJG70UDoqzWjsHZd
56.1,3.23E+01,6,-18.9,1,0.746,0.584,0,76.2,0.483,99.81,97.133,97.133,FALSE,0,Y' All Raggedy Too?,Vickie Winans,1CLfgpvi7TkcR18uVnpY92
